payment_id,order_id,amount,payment_method,payment_status,payment_date
802051,602295,-1274.95,bank_transfer,refunded,2026-06-26
802052,602296,1579.68, Bank Transfer ,paid,2026-05-29
802053,602297,1246.95, Bank Transfer ,paid,2026-08-02
802054,602298,23.93,bank_transfer,paid,2026-07-13
802055,602299,0,CARD,failed,2026-01-05
802056,602300,2585.96,CARD,paid,2026-05-07
802057,602301,566.52,card,paid,2026-05-03
802058,602302,426.12,CARD,paid,2026-05-05
802059,602303,1616.72,paypal,paid,2026-06-27
802060,602304,1690.02,paypal,paid,2026-04-14
802061,602305,-657.77,cash,refunded,2026-03-12
802062,602306,1285.88,CARD,paid,2026-03-31
802063,602307,439.75,CARD,paid,2026-06-13
802064,602308,1175.1,cash,paid,2026-03-21
802065,602309,-1483.98,CARD,refunded,2026-05-02
802066,602310,0,bank_transfer,failed,2026-07-21
802067,602311,1461.42,paypal,paid,2026-07-26
802068,602312,3216.6,CARD,paid,2026-04-23
802069,602313,470.06,card,paid,2026-03-16
802070,602315,1379.01,CARD,paid,2026-04-24
802071,602316,241.2,paypal,paid,2026-03-24
802072,602317,1796.17, Bank Transfer ,paid,2026-01-04
802073,602318,696.54,paypal,paid,2026-01-15
802074,602319,429.08,CARD,paid,2026-06-19
802075,602320,1189.61,cash,paid,2026-06-21
802076,602321,2101.25, Bank Transfer ,paid,2026-02-14
802077,602322,1120.04, Bank Transfer ,paid,2026-01-27
802078,602323,975.32,CARD,paid,2026-08-07
802079,602324,1414.55,cash,paid,2026-01-20
802080,602325,0,CARD,failed,2026-02-07
802081,602326,1570.78, Bank Transfer ,paid,2026-06-02
802082,602327,2284.27,card,paid,2026-02-12
802083,602328,512.36,paypal,paid,2026-02-05
802084,602329,2393.62,card,paid,2026-08-07
802085,602330,1254.78,cash,paid,2026-05-14
802086,602331,960.84,paypal,paid,2026-02-05
802087,602332,0,paypal,failed,2026-01-07
802088,602333,423.79,bank_transfer,paid,2026-07-10
802089,602335,477.26,CARD,paid,2026-07-23
802090,602336,808.62,paypal,paid,2026-02-06
802091,602337,257.4,CARD,paid,2026-08-06
802092,602339,291.55,paypal,paid,2026-05-26
802093,602340,258.35,card,paid,2026-04-07
802094,602341,1489.53,bank_transfer,paid,2026-07-18
802095,602342,0,cash,paid,2026-01-13
802096,602343,63.56,bank_transfer,paid,2026-02-10
802097,602344,974.08,bank_transfer,paid,2026-02-28
802098,602345,468.95,CARD,paid,2026-02-05
802099,602346,1225.52,cash,paid,2026-01-14
802100,602348,1217.47,card,paid,2026-04-27
802101,602349,990.16,paypal,paid,2026-05-15
802102,602350,-1870.78,CARD,refunded,2026-03-13
802103,602351,272.5,paypal,paid,2026-06-20
802104,602352,719.25,bank_transfer,paid,2026-01-28
802105,602353,269.28, Bank Transfer ,paid,2026-03-01
802106,602354,1256.02,bank_transfer,paid,2026-05-28
802107,602355,1277.41,CARD,paid,2026-04-02
802108,602356,133.34, Bank Transfer ,paid,2026-01-07
802109,602357,1437.39,cash,paid,2026-03-15
802110,602358,1229.81,card,paid,2026-06-12
802111,602359,2176.73, Bank Transfer ,paid,2026-08-04
802112,602360,231.08,bank_transfer,paid,2026-02-21
802113,602363,1775.29,card,paid,2026-03-04
802114,602364,1372.35,bank_transfer,paid,2026-07-05
802115,602366,1695.8,card,paid,2026-07-10
802116,602367,1192.2,cash,paid,2026-04-13
802117,602369,2796.38, Bank Transfer ,paid,2026-01-29
802118,602370,-274.43,card,refunded,2026-07-14
802119,602371,496.64,card,paid,2026-05-03
802120,602372,2354.65,cash,paid,2026-01-24
802121,602374,1621.9,bank_transfer,paid,2026-05-04
802122,602375,657.45,bank_transfer,paid,2026-05-02
802123,602376,1681.99,CARD,paid,2026-03-21
802124,602377,694.98,cash,paid,2026-05-09
802125,602378,1203.46,cash,paid,2026-03-10
802126,602379,321.79,bank_transfer,paid,2026-01-06
802127,602380,427.85,bank_transfer,paid,2026-07-23
802128,602381,1635.15,cash,paid,2026-07-08
802129,602382,1680.4,bank_transfer,paid,2026-07-22
802130,602383,546.84,paypal,paid,2026-03-06
802131,602384,732.81,paypal,paid,2026-07-23
802132,602385,980.59,CARD,paid,2026-01-16
802133,602387,627.59,bank_transfer,paid,2026-06-02
802134,602389,61.26,cash,paid,2026-01-08
802135,602390,379.25,card,paid,2026-08-14
802136,602392,2069.86, Bank Transfer ,paid,2026-07-14
802137,602394,93.28,card,paid,2026-05-21
802138,602395,1910.83,cash,paid,2026-01-27
802139,602396,1835.76, Bank Transfer ,paid,2026-08-06
802140,602397,0,paypal,failed,2026-04-27
802141,602398,1886.75,cash,paid,2026-04-19
802142,602399,275.11, Bank Transfer ,paid,2026-07-24
802143,602400,0,CARD,failed,2026-01-11
802144,602401,3306.11, Bank Transfer ,paid,2026-04-30
802145,602402,1307.15, Bank Transfer ,paid,2026-04-23
802146,602403,689.3,cash,paid,2026-04-04
802147,602404,2468.22, Bank Transfer ,paid,2026-03-05
802148,602405,3015.41,CARD,paid,2026-03-21
802149,602406,797.43,card,paid,2026-01-18
802150,602407,845.48,paypal,paid,2026-02-18
802151,602408,1801.71, Bank Transfer ,paid,2026-07-17
802152,602409,0, Bank Transfer ,failed,2026-02-09
802153,602410,727.84,cash,paid,2026-01-07
802154,602411,2990.86, Bank Transfer ,paid,2026-04-06
802155,602412,675.72,paypal,paid,2026-06-21
802156,602414,936.48,card,paid,2026-03-19
802157,602415,1246.95,CARD,paid,2026-05-25
802158,602416,-128.5,CARD,refunded,2026-02-20
802159,602417,973.88,card,paid,2026-07-30
802160,602418,1720.58,card,paid,2026-07-14
802161,602420,406.44, Bank Transfer ,paid,2026-07-20
802162,602422,1700.64, Bank Transfer ,paid,2026-03-02
802163,602423,612.8, Bank Transfer ,paid,2026-04-09
802164,602424,1340.89,paypal,paid,2026-05-16
802165,602425,873.51,cash,paid,2026-06-17
802166,602426,2615.0,CARD,paid,2026-06-29
802167,602427,419.12,bank_transfer,paid,2026-02-16
802168,602428,33.34,CARD,paid,2026-03-14
802169,602429,144.46,bank_transfer,paid,2026-06-18
802170,602430,2427.16,card,paid,2026-06-21
802171,602431,1902.08,CARD,paid,2026-06-03
802172,602433,336.5,card,paid,2026-04-27
802173,602435,0,bank_transfer,failed,2026-08-05
802174,602436,921.91,CARD,paid,2026-03-13
802175,602438,1089.75,bank_transfer,paid,2026-04-11
802176,602441,494.7,card,paid,2026-01-11
802177,602443,1900.07,CARD,paid,2026-02-04
802178,602444,100.31,bank_transfer,paid,2026-05-26
802179,602445,1654.63, Bank Transfer ,paid,2026-07-04
802180,602446,1948.75,bank_transfer,paid,2026-03-07
802181,602447,398.5,CARD,paid,2026-05-06
802182,602448,2049.47,CARD,paid,2026-03-02
802183,602449,3540.98,bank_transfer,paid,2026-03-23
802184,602451,1030.31, Bank Transfer ,paid,2026-08-05
802185,602454,-1568.87,bank_transfer,refunded,2026-05-06
802186,602455,584.27,paypal,paid,2026-04-28
802187,602456,1245.8,cash,paid,2026-06-17
802188,602457,328.69,cash,paid,2026-02-16
802189,602458,2322.54,cash,paid,2026-08-06
802190,602459,239.52,cash,paid,2026-02-23
802191,602461,1578.13,cash,paid,2026-02-14
802192,602462,2032.13, Bank Transfer ,paid,2026-04-30
802193,602464,780.0,card,paid,2026-03-26
802194,602466,743.12,cash,paid,2026-07-05
802195,602467,22.58,CARD,paid,2026-04-19
802196,602468,416.91,CARD,paid,2026-04-23
802197,602469,1229.91,bank_transfer,paid,2026-07-01
802198,602471,562.8,bank_transfer,paid,2026-06-11
802199,602472,2473.98,CARD,paid,2026-02-09
802200,602473,1019.14, Bank Transfer ,paid,2026-07-11
802201,602474,-1095.7,cash,refunded,2026-04-01
802202,602475,2514.4, Bank Transfer ,paid,2026-01-28
802203,602476,956.06,card,paid,2026-03-09
802204,602477,1146.25,paypal,paid,2026-03-24
802205,602478,1659.63,cash,paid,2026-03-09
802206,602479,0,paypal,failed,2026-07-18
802207,602480,877.99,bank_transfer,paid,2026-03-08
802208,602481,1486.05,card,paid,2026-01-08
802209,602482,1345.23,bank_transfer,paid,2026-08-03
802210,602484,1008.16, Bank Transfer ,paid,2026-05-17
802211,602485,917.31,cash,paid,2026-02-25
802212,602486,1770.15,paypal,paid,2026-01-08
802213,602487,3132.63,card,paid,2026-01-31
802214,602488,185.2, Bank Transfer ,paid,2026-06-14
802215,602489,152.14, Bank Transfer ,paid,2026-03-04
802216,602490,3091.04,cash,paid,2026-07-11
802217,602491,922.4,card,paid,2026-07-10
802218,602492,626.5,CARD,paid,2026-04-09
802219,602493,2181.73, Bank Transfer ,paid,2026-07-01
802220,602494,254.33,cash,paid,2026-05-14
802221,602495,44.01,card,paid,2026-02-25
802222,602496,1821.2,card,paid,2026-03-03
802223,602497,870.2,bank_transfer,paid,2026-04-13
802224,602498,686.88,bank_transfer,paid,2026-01-01
802225,602500,1038.65,cash,paid,2026-07-29
802226,602501,1053.45, Bank Transfer ,paid,2026-04-06
802227,602502,64.9,paypal,paid,2026-07-30
802228,602503,1942.89,bank_transfer,paid,2026-06-06
802229,602504,146.01,card,paid,2026-02-14
802230,602505,2169.07,paypal,paid,2026-03-10
802231,602506,531.2,card,paid,2026-02-15
802232,602507,1726.75,CARD,paid,2026-06-17
802233,602508,339.18,paypal,paid,2026-06-22
802234,602510,0,CARD,failed,2026-07-12
802235,602511,2590.79, Bank Transfer ,paid,2026-08-11
802236,602512,1689.6,card,paid,2026-06-26
802237,602513,131.24,CARD,paid,2026-03-10
802238,602514,186.93,card,paid,2026-04-10
802239,602515,189.9,cash,paid,2026-07-12
802240,602516,1368.03,cash,paid,2026-04-11
802241,602517,3583.76, Bank Transfer ,paid,2026-02-25
802242,602518,2138.52, Bank Transfer ,paid,2026-05-06
802243,602519,67.14,paypal,paid,2026-04-17
802244,602520,1183.04,paypal,paid,2026-07-30
802245,602522,65.18,cash,paid,2026-06-12
802246,602524,234.35, Bank Transfer ,paid,2026-06-14
802247,602525,3769.45,bank_transfer,paid,2026-04-16
802248,602527,539.99,CARD,paid,2026-07-17
802249,602528,1673.17,bank_transfer,paid,2026-06-20
802250,602529,1737.01,paypal,paid,2026-05-21
802251,602530,1014.33,CARD,paid,2026-07-14
802252,602532,-2008.61,CARD,refunded,2026-03-08
802253,602533,669.6, Bank Transfer ,paid,2026-07-09
802254,602534,2789.87, Bank Transfer ,paid,2026-03-30
802255,602535,1919.49,CARD,paid,2026-05-22
802256,602536,0,CARD,failed,2026-04-04
802257,602537,2600.12,CARD,paid,2026-03-01
802258,602538,2177.88,bank_transfer,paid,2026-05-04
802259,602539,-1943.75,CARD,refunded,2026-08-09
802260,602540,2824.05,CARD,paid,2026-05-31
802261,602541,1271.79,bank_transfer,paid,2026-03-28
802262,602542,2409.35,cash,paid,2026-07-14
802263,602544,1689.64,bank_transfer,paid,2026-05-24
802264,602545,1942.61,paypal,paid,2026-07-24
802265,602546,327.0,bank_transfer,paid,2026-03-27
802266,602547,3220.04,paypal,paid,2026-05-05
802267,602548,2507.98,cash,paid,2026-02-02
802268,602549,1780.03,bank_transfer,paid,2026-05-20
802269,602550,877.83,CARD,paid,2026-01-26
802270,602551,287.4,cash,paid,2026-01-11
802271,602552,797.04,CARD,paid,2026-08-04
802272,602553,290.82,cash,paid,2026-02-19
802273,602555,3042.35,bank_transfer,paid,2026-05-26
802274,602556,714.0,bank_transfer,paid,2026-02-27
802275,602557,2005.13,cash,paid,2026-03-25
802276,602558,1468.61,paypal,paid,2026-06-27
802277,602559,317.51,cash,paid,2026-03-19
802278,602560,692.14,bank_transfer,paid,2026-03-01
802279,602561,340.81,CARD,paid,2026-08-14
802280,602562,1709.97,CARD,paid,2026-03-20
802281,602563,2751.53,paypal,paid,2026-01-16
802282,602564,2303.64,bank_transfer,paid,2026-03-28
802283,602565,756.0, Bank Transfer ,paid,2026-08-06
802284,602566,585.73, Bank Transfer ,paid,2026-02-14
802285,602567,250.26,card,paid,2026-04-12
802286,602568,390.45,card,paid,2026-03-18
802287,602569,-2253.26,cash,refunded,2026-05-25
802288,602570,1060.49,cash,paid,2026-03-02
802289,602574,3501.7,card,paid,2026-05-29
802290,602575,157.52,card,paid,2026-05-23
802291,602576,711.95, Bank Transfer ,paid,2026-02-17
802292,602577,1052.78,bank_transfer,paid,2026-07-27
802293,602578,1393.89,paypal,paid,2026-02-22
802294,602579,487.89, Bank Transfer ,paid,2026-07-24
802295,602580,192.24,bank_transfer,paid,2026-01-02
802296,602581,-292.96,card,refunded,2026-07-27
802297,602582,1831.09,bank_transfer,paid,2026-03-31
802298,602583,2944.71,paypal,paid,2026-03-30
802299,602584,971.8, Bank Transfer ,paid,2026-03-24
802300,602585,4592.55,CARD,paid,2026-03-17
802301,602586,1134.69,paypal,paid,2026-02-08
802302,602587,2312.1,cash,paid,2026-01-05
802303,602588,24.44,bank_transfer,paid,2026-06-28
802304,602590,325.7,cash,paid,2026-03-07
802305,602591,367.56,card,paid,2026-05-16
802306,602592,935.35,bank_transfer,paid,2026-07-21
802307,602593,1284.55,CARD,paid,2026-05-06
802308,602594,737.1,CARD,paid,2026-06-10
802309,602595,1911.42, Bank Transfer ,paid,2026-07-12
802310,602596,933.42,bank_transfer,paid,2026-03-10
802311,602597,2692.41,card,paid,2026-06-09
802312,602599,982.88, Bank Transfer ,paid,2026-06-07
802313,602600,689.82,bank_transfer,paid,2026-07-23
802314,602601,2394.49,bank_transfer,paid,2026-06-23
802315,602602,678.74, Bank Transfer ,paid,2026-06-20
802316,602603,1468.97,bank_transfer,paid,2026-04-14
802317,602604,707.6,CARD,paid,2026-04-25
802318,602606,1315.4,card,paid,2026-04-24
802319,602608,2427.75,bank_transfer,paid,2026-03-25
802320,602609,2221.79, Bank Transfer ,paid,2026-04-21
802321,602610,1321.94,cash,paid,2026-02-07
802322,602611,207.03, Bank Transfer ,paid,2026-06-23
802323,602612,1034.15,paypal,paid,2026-05-26
802324,602613,1624.25,paypal,paid,2026-06-05
802325,602614,1580.23,cash,paid,2026-04-13
802326,602615,2248.66,card,paid,2026-06-12
802327,602616,708.16,card,paid,2026-01-18
802328,602617,-252.5, Bank Transfer ,refunded,2026-07-22
802329,602618,46.98,bank_transfer,paid,2026-01-04
802330,602619,552.63,card,paid,2026-01-30
802331,602620,1942.19,card,paid,2026-03-30
802332,602621,1450.8,CARD,paid,2026-03-06
802333,602622,243.3,cash,paid,2026-02-09
802334,602623,1419.83,cash,paid,2026-01-17
802335,602624,949.77,CARD,paid,2026-04-14
802336,602625,188.39,cash,paid,2026-05-29
802337,602626,537.6,CARD,paid,2026-07-03
802338,602627,428.14, Bank Transfer ,paid,2026-04-26
802339,602628,961.1,paypal,paid,2026-04-11
802340,602629,2332.19,card,paid,2026-04-18
802341,602630,811.32,paypal,paid,2026-07-10
802342,602631,377.14,paypal,paid,2026-03-03
802343,602632,1623.05,CARD,paid,2026-07-28
802344,602633,679.54, Bank Transfer ,paid,2026-01-09
802345,602634,592.65,card,paid,2026-08-03
802346,602635,1581.73,cash,paid,2026-03-26
802347,602636,2818.03,cash,paid,2026-01-24
802348,602637,-2012.71,CARD,refunded,2026-01-04
802349,602638,2136.09,card,paid,2026-06-18
802350,602639,2202.93,cash,paid,2026-07-04
802351,602640,1208.88,card,paid,2026-06-25
802352,602641,1474.49,CARD,paid,2026-01-04
802353,602642,1195.6, Bank Transfer ,paid,2026-04-10
802354,602643,2226.95,paypal,paid,2026-02-26
802355,602644,483.52, Bank Transfer ,paid,2026-01-06
802356,602645,3247.25,card,paid,2026-07-26
802357,602646,0,CARD,failed,2026-03-02
802358,602647,145.45,paypal,paid,2026-08-01
802359,602649,1612.99,cash,paid,2026-06-02
802360,602650,505.12,bank_transfer,paid,2026-06-08
802361,602651,760.94,cash,paid,2026-06-24
802362,602653,2100.62, Bank Transfer ,paid,2026-06-18
802363,602654,2250.42, Bank Transfer ,paid,2026-01-06
802364,602655,354.78,cash,paid,2026-02-19
802365,602656,337.65,paypal,paid,2026-07-14
802366,602657,785.55,CARD,paid,2026-08-12
802367,602658,2085.44, Bank Transfer ,paid,2026-07-22
802368,602659,321.91,CARD,paid,2026-05-13
802369,602660,328.75,paypal,paid,2026-02-17
802370,602661,1060.94,bank_transfer,paid,2026-07-18
802371,602662,1344.36,paypal,paid,2026-08-07
802372,602663,1757.52,CARD,paid,2026-05-30
802373,602664,1483.89,card,paid,2026-08-02
802374,602665,338.83,card,paid,2026-04-20
802375,602666,1459.93,cash,paid,2026-04-13
802376,602667,0,card,failed,2026-05-20
802377,602668,795.53,cash,paid,2026-01-25
802378,602669,1791.26, Bank Transfer ,paid,2026-05-22
802379,602670,2935.21,card,paid,2026-07-12
802380,602672,164.32,cash,paid,2026-06-15
802381,602673,862.41, Bank Transfer ,paid,2026-05-27
802382,602674,1565.26,CARD,paid,2026-03-22
802383,602675,590.36, Bank Transfer ,paid,2026-01-08
802384,602676,767.28,CARD,paid,2026-01-10
802385,602677,1099.01, Bank Transfer ,paid,2026-01-06
802386,602678,3426.47,cash,paid,2026-03-13
802387,602679,812.52,bank_transfer,paid,2026-03-19
802388,602680,0,cash,failed,2026-01-03
802389,602681,2082.8,bank_transfer,paid,2026-04-24
802390,602682,2430.5,paypal,paid,2026-05-05
802391,602684,4159.57,CARD,paid,2026-05-04
802392,602685,1735.74,bank_transfer,paid,2026-05-26
802393,602686,1658.36,cash,paid,2026-07-30
802394,602687,836.25,card,paid,2026-01-02
802395,602688,77.56,paypal,paid,2026-03-03
802396,602689,1063.35,paypal,paid,2026-06-27
802397,602692,1321.12,CARD,paid,2026-02-20
802398,602693,324.5, Bank Transfer ,paid,2026-07-10
802399,602694,861.32,card,paid,2026-08-06
802400,602695,1557.28,CARD,paid,2026-08-10
802401,602696,1702.09, Bank Transfer ,paid,2026-03-22
802402,602697,1151.64,CARD,paid,2026-01-01
802403,602698,632.53,cash,paid,2026-05-09
802404,602699,1515.07,CARD,paid,2026-06-03
802405,602700,483.0,cash,paid,2026-01-23
802406,602701,323.34,paypal,paid,2026-01-08
802407,602702,201.64,card,paid,2026-06-12
802408,602703,2409.17,CARD,paid,2026-02-02
802409,602704,254.44,CARD,paid,2026-04-22
802410,602705,2094.66,paypal,paid,2026-03-27
802411,602707,633.72,CARD,paid,2026-06-25
802412,602708,2137.56, Bank Transfer ,paid,2026-01-13
802413,602710,402.7,paypal,paid,2026-06-09
802414,602712,922.58,CARD,paid,2026-01-11
802415,602713,368.8,cash,paid,2026-05-15
802416,602714,1005.42,paypal,paid,2026-03-20
802417,602715,73.92,paypal,paid,2026-01-02
802418,602716,957.96,card,paid,2026-07-15
802419,602717,2419.38,cash,paid,2026-04-28
802420,602718,391.71, Bank Transfer ,paid,2026-04-17
802421,602719,829.35,CARD,paid,2026-06-04
802422,602720,1000.71,cash,paid,2026-01-13
802423,602721,518.49,cash,paid,2026-06-24
802424,602722,1580.01, Bank Transfer ,paid,2026-05-11
802425,602723,991.74,bank_transfer,paid,2026-03-13
802426,602724,1583.69,CARD,paid,2026-01-28
802427,602725,906.19,bank_transfer,paid,2026-07-26
802428,602726,3163.87,paypal,paid,2026-03-07
802429,602727,325.78,cash,paid,2026-06-05
802430,602728,620.05,bank_transfer,paid,2026-04-18
802431,602729,385.09,bank_transfer,paid,2026-02-07
802432,602731,1772.42,CARD,paid,2026-06-02
802433,602732,473.8,bank_transfer,paid,2026-06-26
802434,602733,2825.05,cash,paid,2026-02-07
802435,602734,228.03,paypal,paid,2026-05-19
802436,602735,1092.76,CARD,paid,2026-03-16
802437,602736,1852.7,CARD,paid,2026-01-21
802438,602737,835.44,CARD,paid,2026-07-22
802439,602738,2303.75,paypal,paid,2026-04-04
802440,602739,295.88,CARD,paid,2026-03-15
802441,602740,973.6,paypal,paid,2026-06-10
802442,602741,148.94,bank_transfer,paid,2026-07-19
802443,602742,1001.53,card,paid,2026-05-12
802444,602743,658.0,cash,paid,2026-03-03
802445,602744,169.93,CARD,paid,2026-06-28
802446,602745,685.7,card,paid,2026-04-11
802447,602746,972.61,card,paid,2026-06-02
802448,602747,1800.37,paypal,paid,2026-05-23
802449,602748,136.96,CARD,paid,2026-02-19
802450,602749,401.66,cash,paid,2026-02-15
802451,602750,1958.37,paypal,paid,2026-05-04
802452,602751,2485.09,bank_transfer,paid,2026-04-22
802453,602752,1123.64, Bank Transfer ,paid,2026-06-15
802454,602753,1783.76, Bank Transfer ,paid,2026-04-13
802455,602754,926.42, Bank Transfer ,paid,2026-07-25
802456,602755,1135.44, Bank Transfer ,paid,2026-02-05
802457,602756,2173.45,bank_transfer,paid,2026-05-03
802458,602758,918.46,cash,paid,2026-07-02
802459,602759,1373.88,paypal,paid,2026-05-11
802460,602761,2396.11,card,paid,2026-01-08
802461,602762,881.66,card,paid,2026-01-15
802462,602763,718.48,cash,paid,2026-02-03
802463,602764,1413.88, Bank Transfer ,paid,2026-06-08
802464,602766,1125.29,card,paid,2026-03-03
802465,602767,1080.43,paypal,paid,2026-08-03
802466,602768,243.24,card,paid,2026-05-14
802467,602769,192.2,cash,paid,2026-07-04
802468,602770,764.32, Bank Transfer ,paid,2026-08-10
802469,602771,2494.26,card,paid,2026-07-23
802470,602772,1490.86,CARD,paid,2026-01-05
802471,602773,2818.71,bank_transfer,paid,2026-04-23
802472,602774,279.12,CARD,paid,2026-03-23
802473,602775,289.78,cash,paid,2026-05-19
802474,602776,2134.57, Bank Transfer ,paid,2026-07-19
802475,602777,1203.38,card,paid,2026-06-26
802476,602778,1224.0,paypal,paid,2026-02-04
802477,602779,1244.76, Bank Transfer ,paid,2026-05-25
802478,602780,1010.06,bank_transfer,paid,2026-07-07
802479,602782,1209.28,card,paid,2026-06-28
802480,602783,1347.24,card,paid,2026-01-30
802481,602784,1172.56,bank_transfer,paid,2026-08-04
802482,602785,616.92,paypal,paid,2026-03-20
802483,602786,2465.8,CARD,paid,2026-03-19
802484,602787,2246.61,paypal,paid,2026-07-27
802485,602788,-230.02,CARD,refunded,2026-03-26
802486,602789,60.81,bank_transfer,paid,2026-07-02
802487,602790,1725.96, Bank Transfer ,paid,2026-05-26
802488,602794,1872.76,bank_transfer,paid,2026-06-03
802489,602795,493.04,CARD,paid,2026-05-13
802490,602796,728.7,cash,paid,2026-01-09
802491,602797,1169.64,cash,paid,2026-06-04
802492,602798,2124.86,bank_transfer,paid,2026-06-19
802493,602799,959.18, Bank Transfer ,paid,2026-02-12
802494,602800,1655.74,bank_transfer,paid,2026-04-01
802495,602801,1410.63,paypal,paid,2026-07-30
802496,602802,804.97, Bank Transfer ,paid,2026-02-13
802497,602803,1808.23,CARD,paid,2026-05-08
802498,602804,2301.84, Bank Transfer ,paid,2026-07-30
802499,602805,271.02,CARD,paid,2026-06-07
802500,602806,165.26, Bank Transfer ,paid,2026-05-07
802501,602807,64.81, Bank Transfer ,paid,2026-03-01
802502,602808,10.97,paypal,paid,2026-06-14
802503,602810,1208.35,cash,paid,2026-05-19
802504,602811,1063.52,bank_transfer,paid,2026-05-09
802505,602812,148.15,cash,paid,2026-03-21
802506,602813,480.18,paypal,paid,2026-03-21
802507,602814,1297.25,card,paid,2026-03-06
802508,602815,798.04,bank_transfer,paid,2026-02-17
802509,602816,1119.08, Bank Transfer ,paid,2026-05-02
802510,602817,601.78,bank_transfer,paid,2026-03-12
802511,602818,3340.75,CARD,paid,2026-05-18
802512,602819,0,card,failed,2026-07-23
802513,602821,0,bank_transfer,failed,2026-05-03
802514,602822,3032.82,cash,paid,2026-01-03
802515,602823,-1681.92,cash,refunded,2026-07-06
802516,602824,1938.86,card,paid,2026-06-24
802517,602825,1149.4,paypal,paid,2026-03-30
802518,602826,1440.05,card,paid,2026-03-25
802519,602827,756.32,cash,paid,2026-02-19
802520,602828,3251.34,cash,paid,2026-05-25
802521,602829,1174.22,CARD,paid,2026-01-12
802522,602830,1130.09,card,paid,2026-07-17
802523,602831,521.02,CARD,paid,2026-02-24
802524,602832,830.96,card,paid,2026-06-09
802525,602833,1380.37,bank_transfer,paid,2026-05-08
802526,602834,1262.68,cash,paid,2026-08-08
802527,602835,2028.41,paypal,paid,2026-01-14
802528,602836,927.09,paypal,paid,2026-02-23
802529,602837,2290.0,bank_transfer,paid,2026-04-14
802530,602838,3045.44, Bank Transfer ,paid,2026-02-18
802531,602839,318.12,bank_transfer,paid,2026-07-05
802532,602840,2235.03,CARD,paid,2026-08-04
802533,602841,640.9,card,paid,2026-02-18
802534,602843,-201.16,bank_transfer,refunded,2026-06-24
802535,602845,418.0,cash,paid,2026-05-31
802536,602846,1789.96,CARD,paid,2026-05-09
802537,602847,311.32,card,paid,2026-06-05
802538,602849,1744.34,paypal,paid,2026-02-09
802539,602850,6.13,CARD,paid,2026-06-18
802540,602851,2519.12, Bank Transfer ,paid,2026-08-03
802541,602852,187.38,paypal,paid,2026-07-02
802542,602853,796.28, Bank Transfer ,paid,2026-05-05
802543,602855,1063.67,bank_transfer,paid,2026-01-28
802544,602856,1044.51,CARD,paid,2026-04-01
802545,602857,542.49, Bank Transfer ,paid,2026-05-18
802546,602858,1716.17,card,paid,2026-06-07
802547,602859,666.02, Bank Transfer ,paid,2026-04-29
802548,602860,1905.16,card,paid,2026-01-05
802549,602861,1484.77,card,paid,2026-01-09
802550,602862,2546.4, Bank Transfer ,paid,2026-03-29
802551,602864,0,CARD,failed,2026-07-22
802552,602865,1024.69,paypal,paid,2026-03-10
802553,602866,2042.39, Bank Transfer ,paid,2026-06-24
802554,602867,2066.28, Bank Transfer ,paid,2026-03-21
802555,602868,2526.17,card,paid,2026-06-02
802556,602869,655.48, Bank Transfer ,paid,2026-02-16
802557,602870,0,paypal,failed,2026-04-30
802558,602871,1107.66,CARD,paid,2026-03-14
802559,602872,0, Bank Transfer ,failed,2026-05-08
802560,602873,1409.85,CARD,paid,2026-05-25
802561,602874,-376.45,bank_transfer,refunded,2026-04-07
802562,602875,99.33,card,paid,2026-07-11
802563,602876,1170.79, Bank Transfer ,paid,2026-01-03
802564,602877,-1504.1,cash,refunded,2026-03-21
802565,602879,2980.16,card,paid,2026-02-04
802566,602880,158.33,cash,paid,2026-07-08
802567,602881,1459.72, Bank Transfer ,paid,2026-02-28
802568,602882,2692.63,bank_transfer,paid,2026-01-11
802569,602883,1365.25,cash,paid,2026-01-07
802570,602884,254.66,CARD,paid,2026-04-30
802571,602885,1768.85,card,paid,2026-06-10
802572,602886,1236.6,bank_transfer,paid,2026-04-26
802573,602887,278.25,paypal,paid,2026-06-14
802574,602888,1837.93,paypal,paid,2026-08-13
802575,602889,-1707.48, Bank Transfer ,refunded,2026-05-15
802576,602890,1020.93,bank_transfer,paid,2026-06-02
802577,602891,2071.19,paypal,paid,2026-01-16
802578,602892,1552.52, Bank Transfer ,paid,2026-07-31
802579,602893,2960.64,card,paid,2026-01-18
802580,602895,613.25,paypal,paid,2026-06-06
802581,602896,1092.68,cash,paid,2026-04-20
802582,602897,1245.73,bank_transfer,paid,2026-04-09
802583,602898,1426.62,bank_transfer,paid,2026-02-21
802584,602899,2590.98,bank_transfer,paid,2026-03-25
802585,602900,2932.65,CARD,paid,2026-03-06
802586,602901,490.35,CARD,paid,2026-06-11
802587,602902,1205.1,bank_transfer,paid,2026-03-08
802588,602903,1393.65,bank_transfer,paid,2026-06-20
802589,602904,1155.04,paypal,paid,2026-07-13
802590,602905,0,card,failed,2026-01-03
802591,602906,-2773.69,cash,refunded,2026-05-27
802592,602907,1244.43,cash,paid,2026-07-17
802593,602908,1237.92,paypal,paid,2026-05-23
802594,602910,3902.11,card,paid,2026-05-04
802595,602911,321.19, Bank Transfer ,paid,2026-02-06
802596,602912,307.58,card,paid,2026-01-06
802597,602913,630.3,paypal,paid,2026-05-18
802598,602914,620.06,card,paid,2026-03-29
802599,602915,806.52,cash,paid,2026-03-15
